Skyline College,,,,Open Classes,Fall 2022,-,,,,,,8/6/2022,4:34:04,AM,
95744,MUS.,202,OMH,Music Appreciation,08/17-12/17,,-,"Dibble, Meghan Elizabeth",3,,2-ONLN,0,Y,,
96811,MUS.,202,OSH,Music Appreciation,10/17-12/17,,-,"Bruno, Zachary E",3,,2-ONLN,0,Y,,
96251,MUS.,275,OLH,History of Jazz,08/17-12/17,,-,"Haw kins, Michelle Lee",3,,2-ONLN,0,Y,,
80605,MUS.,301,AA,Piano I,08/18-12/08,T,1235 - 1350,"Ingber, Elizabeth A.",2,2,2-01,1206,,,
80610,MUS.,302,AX,Piano II,08/18-12/08,R,1235 - 1350,"Ingber, Elizabeth A.",2,2,2-01,1206,,,
80610,MUS.,302,AX,Piano II,08/18-12/08,T,1235 - 1350,"Ingber, Elizabeth A.",2,2,2-01,1206,,,
92820,MUS.,303,AX,Piano III,08/18-12/08,R,1235 - 1350,"Ingber, Elizabeth A.",2,2,2-01,1206,,,
92820,MUS.,303,AX,Piano III,08/18-12/08,T,1235 - 1350,"Ingber, Elizabeth A.",2,2,2-01,1206,,,
92821,MUS.,304,AX,Piano IV,08/18-12/08,R,1235 - 1350,"Ingber, Elizabeth A.",2,2,2-01,1206,,,
92821,MUS.,304,AX,Piano IV,08/18-12/08,T,1225 - 1350,"Ingber, Elizabeth A.",2,2,2-01,1206,,,
94182,MUS.,355,AX,Violin/Viola I,08/18-12/08,R,1110 - 1225,"Ingber, Elizabeth A.",2,,2-01,1115,,,
94182,MUS.,355,AX,Violin/Viola I,08/18-12/08,T,1110 - 1225,"Ingber, Elizabeth A.",2,,2-01,1115,,,
94184,MUS.,356,AX,Violin/Viola II,08/18-12/08,R,1110 - 1225,"Ingber, Elizabeth A.",2,2,2-01,1115,,,
94184,MUS.,356,AX,Violin/Viola II,08/18-12/08,T,1110 - 1225,"Ingber, Elizabeth A.",2,2,2-01,1115,,,
94174,MUS.,357,AX,Violin/Viola III,08/18-12/08,R,1110 - 1225,"Ingber, Elizabeth A.",2,2,2-01,1115,,,
94174,MUS.,357,AX,Violin/Viola III,08/18-12/08,T,1110 - 1225,"Ingber, Elizabeth A.",2,2,2-01,1115,,,
94195,MUS.,358,AX,Violin/Viola IV,08/18-12/08,R,1110 - 1225,"Ingber, Elizabeth A.",2,2,2-01,1115,,,
94195,MUS.,358,AX,Violin/Viola IV,08/18-12/08,T,1110 - 1225,"Ingber, Elizabeth A.",2,2,2-01,1115,,,
85853,MUS.,377,YXH,Guitar 1,08/17-12/14,W,1900 - 2015,"Motter, Christopher Steve",2,2,2-ONLN,0,,,
85853,MUS.,377,YXH,Guitar 1,08/17-12/14,W,2025 - 2140,"Motter, Christopher Steve",2,2,2-ONLN,0,,,
85853,MUS.,377,YXH,Guitar 1,08/17-12/14,W,-,"Motter, Christopher Steve",2,2,,,,,
83292,MUS.,378,YXH,Guitar II,08/17-12/14,W,1900 - 2015,"Motter, Christopher Steve",2,2,2-ONLN,0,,,
83292,MUS.,378,YXH,Guitar II,08/17-12/14,W,2025 - 2140,"Motter, Christopher Steve",2,2,2-ONLN,0,,,
83294,MUS.,379,YXH,Guitar III,08/17-12/07,W,1900 - 2015,"Motter, Christopher Steve",2,2,2-ONLN,0,,,
83294,MUS.,379,YXH,Guitar III,08/17-12/07,W,2025 - 2140,"Motter, Christopher Steve",2,2,2-ONLN,0,,,
,,,,,,,29,of,38,,,,,,
,,,,,,,,,,,,Web,Web,Hybrid,Learn
CRN,Subj,Crse,Sec,Title,Dates,Days,Time,Instructor,Units,,Bldg,Room,,,
,,,,,,,,,,,,Based,Asst,Comm,
89878,MUS.,380,YXH,Guitar IV,08/17-12/14,W,1900 - 2015,"Motter, Christopher Steve",2,2,2-ONLN,0,,,
89878,MUS.,380,YXH,Guitar IV,08/17-12/14,W,2025 - 2140,"Motter, Christopher Steve",2,2,2-ONLN,0,,,
96640,MUS.,401,OXH,Voice I,08/17-12/17,,-,"Dibble, Meghan Elizabeth",2,,2-ONLN,0,Y,,
96646,MUS.,402,OXH,Voice II,08/17-12/17,,-,"Dibble, Meghan Elizabeth",2,,2-ONLN,0,Y,,
96647,MUS.,403,OXH,Voice III,08/17-12/17,,-,"Dibble, Meghan Elizabeth",2,,2-ONLN,0,Y,,
96648,MUS.,404,OXH,Voice IV,08/17-12/17,,-,"Dibble, Meghan Elizabeth",2,,2-ONLN,0,Y,,
94221,MUS.,430.1,JX,Concert Band I,08/23-12/13,T,1900 - 2200,"Gomez, Pedro A",1,1,2-01,1115,,,
94222,MUS.,430.2,JX,Concert Band II,08/23-12/13,T,1900 - 2200,"Gomez, Pedro A",1,1,2-01,1115,,,
94223,MUS.,430.3,JX,Concert Band III,08/17-12/17,T,1900 - 2200,"Bruno, Zachary E",1,1,2-01,1115,,,
94224,MUS.,430.4,JX,Concert Band IV,08/23-12/13,T,1900 - 2200,"Gomez, Pedro A",1,1,2-01,1115,,,
94225,MUS.,450.1,JX,Jazz Band I,08/22-12/12,M,1900 - 2205,"Bruno, Zachary E",1,1,2-01,1115,,,
94226,MUS.,450.2,JX,Jazz Band II,08/17-12/14,M,1900 - 2205,"Bruno, Zachary E",1,1,2-01,1115,,,
94227,MUS.,450.3,JX,Jazz Band III,08/22-12/12,M,1900 - 2205,"Bruno, Zachary E",1,1,2-01,1115,,,
94228,MUS.,450.4,JX,Jazz Band IV,08/22-12/12,M,1900 - 2205,"Bruno, Zachary E",1,1,2-01,1115,,,
94217,MUS.,470.1,JX,Concert Choir I,08/23-12/06,T,1900 - 2200,"Haw kins, Michelle Lee",1,1,2-01,1111,,,
94299,MUS.,470.2,JX,Concert Choir II,08/23-12/06,T,1900 - 2200,"Haw kins, Michelle Lee",1,1,2-01,1111,,,
94300,MUS.,470.3,JX,Concert Choir III,08/23-12/06,T,1900 - 2200,"Haw kins, Michelle Lee",1,1,2-01,1111,,,
94301,MUS.,470.4,JX,Concert Choir IV,08/23-12/06,T,1900 - 2200,"Haw kins, Michelle Lee",1,1,2-01,1111,,,
94552,MUS.,485.1,JX,Vocal Jazz Ensemble I,08/22-12/12,M,1900 - 2200,"Haw kins, Michelle Lee",1,,2-01,1111,,,
94553,MUS.,485.2,JX,Vocal Jazz Ensemble II,08/22-12/12,M,1900 - 2200,"Haw kins, Michelle Lee",1,,2-01,1111,,,
94960,MUS.,485.3,JX,Vocal Jazz Ensemble III,08/22-12/12,M,1900 - 2200,"Haw kins, Michelle Lee",1,,2-01,1111,,,
94978,MUS.,485.4,JX,Vocal Jazz Ensemble IV,08/22-12/12,M,1900 - 2200,"Haw kins, Michelle Lee",1,,2-01,1111,,,
94229,MUS.,501,JX,Studio Lessons I,08/23-12/13,T,1700 - 1800,"Haw kins, Michelle Lee",1,1,2-01,1115,,,
94257,MUS.,502,JX,Studio Lessons II,08/23-12/13,T,1700 - 1800,"Haw kins, Michelle Lee",1,1,2-01,1115,,,
94258,MUS.,503,JX,Studio Lessons III,08/23-12/13,T,1700 - 1800,"Haw kins, Michelle Lee",1,1,2-01,1115,,,
94259,MUS.,504,JX,Studio Lessons IV,08/23-12/13,T,1700 - 1800,"Haw kins, Michelle Lee",1,1,2-01,1115,,,
94955,NETX,400,KA,Intro to Local Area Netw ork,08/18-12/15,R,1900 - 2200,"Cortes, Quintin",3,,2-19,304,,,
,,,,,,,30,of,38,,,,,,
,,,,,,,,,,,Web,Web,Hybrid,Learn
CRN,Subj,Crse,Sec,Title,Dates,Days,Time,Instructor,Units,Bldg,Room,,,
,,,,,,,,,,,Based,Asst,Comm,
94955,NETX,400,KA,Intro to Local Area Netw ork,08/18-12/15,R,-,"Cortes, Quintin",3,,,,,
96784,NETX,400,QOH,Intro to Local Area Netw ork,09/02-09/02,F,1050 - 1140,"Pangan, Leanna S",3,2-CAP,0,,,
96784,NETX,400,QOH,Intro to Local Area Netw ork,08/15-08/15,M,1301 - 1351,"Pangan, Leanna S",3,2-CAP,0,,,
96784,NETX,400,QOH,Intro to Local Area Netw ork,08/22-08/22,M,1301 - 1351,"Pangan, Leanna S",3,2-CAP,0,,,
96784,NETX,400,QOH,Intro to Local Area Netw ork,09/12-09/26,M,1301 - 1351,"Pangan, Leanna S",3,2-CAP,0,,,
96784,NETX,400,QOH,Intro to Local Area Netw ork,10/10-10/31,M,1301 - 1351,"Pangan, Leanna S",3,2-CAP,0,,,
96784,NETX,400,QOH,Intro to Local Area Netw ork,08/16-08/16,T,1224 - 1354,"Pangan, Leanna S",3,2-CAP,0,,,
96784,NETX,400,QOH,Intro to Local Area Netw ork,08/18-10/27,TR,1224 - 1354,"Pangan, Leanna S",3,2-CAP,0,,,
96784,NETX,400,QOH,Intro to Local Area Netw ork,08/10-08/12,WRF,1301 - 1351,"Pangan, Leanna S",3,2-CAP,0,,,
97553,NETX,420,JA,PC Configuration and Repair,08/17-12/14,MW,1810 - 2030,"Lohmann, Roger E",6,2-19,303,,,
97553,NETX,420,JA,PC Configuration and Repair,08/17-12/14,MW,2040 - 2200,"Lohmann, Roger E",6,2-19,303,,,
94957,NETX,430,JA,Introduction to Routers,08/22-12/12,M,1900 - 2200,"Del Prado, Norman Gilbert",3,2-19,304,,,
94957,NETX,430,JA,Introduction to Routers,08/22-12/12,,-,"Del Prado, Norman Gilbert",3,,,,,
94959,NETX,431,JA,Netw ork Sw itches-Concepts/Apps,08/23-12/13,T,1900 - 2200,"Del Prado, Norman Gilbert",3,2-19,303,,,
94959,NETX,431,JA,Netw ork Sw itches-Concepts/Apps,08/23-12/13,,-,"Del Prado, Norman Gilbert",3,,,,,
94961,NETX,432,OLH,Routing Concepts/Applications,08/17-12/17,,-,"Del Prado, Norman Gilbert",3,2-ONLN,0,Y,,
94961,NETX,432,OLH,Routing Concepts/Applications,08/17-12/17,,-,"Del Prado, Norman Gilbert",3,,,Y,,
97558,NETX,439,YJH,TroubleshootingtheInternetw ork,08/18-12/15,R,1900 - 2200,"Del Prado, Norman Gilbert",3,2-ONLN,0,,,
97558,NETX,439,YJH,TroubleshootingtheInternetw ork,08/18-12/15,,-,"Del Prado, Norman Gilbert",3,,,,,
93179,OCEN,100,AA,Oceanography,08/18-12/08,TR,0935 - 1050,"Patel, Nidhi Nakul",3,2-12,134,,,
96688,OCEN,100,PA,Oceanography PROM,08/18-12/08,TR,0935 - 1050,"Patel, Nidhi Nakul",3,2-12,134,,,
86185,OCEN,101,AA,Oceanography Lab/Field Study,08/19-12/09,F,1110 - 1400,"Redman, Malori Anne",1,2-12,134,,,
96689,OCEN,101,PA,Ocean Lab/Field Study PROM,08/19-12/09,F,1110 - 1400,"Redman, Malori Anne",1,2-12,134,,,
95698,P.E.,105,OLH,The Student-Athlete Experience,08/17-12/17,,-,"Corsiglia, Kevin A",2,2-ONLN,0,Y,,
94868,P.E.,152,OLH,Theory of Sport & Fitness Mgmt,08/17-12/17,,-,"Piergrossi, Justin D",3,2-ONLN,0,Y,,
97371,PHIL,100,AA,Introduction to Philosophy,08/17-12/07,MW,0935 - 1050,"Colombetti, Carlos Albert",3,2-12,116,,,
80693,PHIL,103,OLH,Critical Thinking,08/17-12/17,,-,"Colombetti, Carlos Albert",3,3,2-ONLN,0,Y,
,,,,,,,31,of,38,,,,,
,,,,,,,,,,,Web,Web,Hybrid,Learn
CRN,Subj,Crse,Sec,Title,Dates,Days,Time,Instructor,Units,Bldg,Room,,,
,,,,,,,,,,,Based,Asst,Comm,
84841,PHIL,240,OLH,Introduction to Ethics,08/17-12/17,,-,"Colombetti, Carlos Albert",3,3,2-ONLN,0,Y,
97644,PHIL,312,AA,Intro to PhilosophyofReligion,08/17-12/07,MW,1235 - 1350,"Colombetti, Carlos Albert",3,2-12,116,,,
93564,PHIL,312,OLH,Intro Philosophy of Religion,08/17-12/17,,-,"Zoughbie, Anton E",3,3,2-ONLN,0,Y,
95761,PHIL,B10,OLH,Medical Ethics,08/08-10/07,,-,"Alvarez, Nick Alexander",3,2-ONLN,0,Y,,
96690,PHYS,105,PA,Conceptual Physics PROM,08/17-12/17,,-,"Hein, Emilie Claire Mutsu",3,2-ONLN,0,Y,,
95463,PHYS,106,AA,Conceptual Physics Laboratory,08/23-12/06,T,1110 - 1400,"Wamba, Kolo Diakiese",1,2-12,134,,,
96692,PHYS,106,PA,Conceptual Physics Lab PROM,08/23-12/06,T,1110 - 1400,"Wamba, Kolo Diakiese",1,2-12,134,,,
94998,PHYS,114,AX,Survey of Chemistry & Physics,08/17-12/16,F,1010 - 1125,"Wamba, Kolo Diakiese",4,2-07,7338,,,
94998,PHYS,114,AX,Survey of Chemistry & Physics,08/17-12/16,F,1135 - 1250,"Wamba, Kolo Diakiese",4,2-07,7338,,,
94998,PHYS,114,AX,Survey of Chemistry & Physics,08/17-12/07,W,1010 - 1125,"Wamba, Kolo Diakiese",4,2-07,7338,,,
94998,PHYS,114,AX,Survey of Chemistry & Physics,08/17-12/07,W,1135 - 1250,"Wamba, Kolo Diakiese",4,2-07,7338,,,
96693,PHYS,114,PA,Survey of Chem & Physics PROM,08/17-12/16,F,1010 - 1125,"Wamba, Kolo Diakiese",4,2-07,7338,,,
96693,PHYS,114,PA,Survey of Chem & Physics PROM,08/17-12/16,F,1135 - 1250,"Wamba, Kolo Diakiese",4,2-07,7338,,,
96693,PHYS,114,PA,Survey of Chem & Physics PROM,08/17-12/07,W,1010 - 1125,"Wamba, Kolo Diakiese",4,2-07,7338,,,
96693,PHYS,114,PA,Survey of Chem & Physics PROM,08/17-12/07,W,1135 - 1250,"Wamba, Kolo Diakiese",4,2-07,7338,,,
91997,PHYS,210,BC,General Physics I - BCS,08/17-12/17,R,1310 - 1600,"Yadak, Polin",4,2-07,7305,Y,Y,
91997,PHYS,210,BC,General Physics I - BCS,08/17-12/17,,-,"Yadak, Polin",4,2-ONLN,0,Y,Y,
94916,PHYS,210,HB,General Physics I,08/17-12/17,R,1310 - 1600,"Yadak, Polin",4,2-07,7305,Y,,
94916,PHYS,210,HB,General Physics I,08/17-12/17,,-,"Yadak, Polin",4,2-ONLN,0,Y,,
97679,PHYS,210,HL,General Physics I,08/17-12/17,R,1910 - 2200,"Yadak, Polin",4,2-07,7305,Y,,
97679,PHYS,210,HL,General Physics I,08/17-12/17,,-,"Yadak, Polin",4,2-ONLN,0,Y,,
96974,PHYS,211,BC,General Physics I-Calc Sup-BCS,08/17-12/17,,-,"Yadak, Polin",1,2-ONLN,0,Y,Y,
91730,PHYS,220,AX,General Physics II,08/18-12/08,T,1310 - 1550,"Kaur, Gurpreet",4,2-07,7305,,,
91730,PHYS,220,AX,General Physics II,08/18-12/08,TR,0935 - 1050,"Kaur, Gurpreet",4,2-08,8302,,,
92490,PHYS,220,BC,General Physics II - BCS,08/18-12/08,T,1310 - 1550,"Kaur, Gurpreet",4,2-07,7305,,Y,
92490,PHYS,220,BC,General Physics II - BCS,08/18-12/08,TR,0935 - 1050,"Kaur, Gurpreet",4,2-08,8302,,Y,
97716,PHYS,220,CC,General Physics II,08/17-12/09,T,1310 - 1550,"Kaur, Gurpreet",4,2-07,7305,Y,,
,,,,,,,32,of,38,,,,,
,,,,,,,,,,,,Web,Web,Hybrid,Learn
CRN,Subj,Crse,Sec,Title,,Dates,Days,Time,Instructor,Units,Bldg,Room,,,
,,,,,,,,,,,,Based,Asst,Comm,
97716,PHYS,220,CC,General Physics II,,08/17-12/09,TR,0935 - 1050,"Kaur, Gurpreet",4,2-ONLN,0,Y,,
96205,PHYS,220,DX,General Physics II,,08/17-12/09,T,1910 - 2150,"Kaur, Gurpreet",4,2-07,7305,,,
96205,PHYS,220,DX,General Physics II,,08/17-12/09,TR,0935 - 1050,"Kaur, Gurpreet",4,2-08,8302,,,
97717,PHYS,220,HBX,General Physics II,,08/18-12/09,T,1910 - 2150,"Wamba, Kolo Diakiese",4,2-07,7305,Y,,
97717,PHYS,220,HBX,General Physics II,,08/18-12/09,TR,0935 - 1050,"Wamba, Kolo Diakiese",4,2-ONLN,0,Y,,
97715,PHYS,220,HX,General Physics II,,08/17-12/09,T,1310 - 1550,"Kaur, Gurpreet",4,2-07,7305,Y,,
97715,PHYS,220,HX,General Physics II,,08/17-12/09,TR,0935 - 1050,"Kaur, Gurpreet",4,2-ONLN,0,Y,,
96976,PHYS,221,BC,Gen Physics II Calc Sup - BCS,,08/17-12/17,,-,"Pevyhouse, Alice Renee",1,2-ONLN,0,,Y,
91731,PHYS,221,OLH,Gen Physics II Calculus Sup,,08/17-12/17,,-,"Pevyhouse, Alice Renee",1,2-ONLN,0,Y,,
96406,PHYS,250,EN,Physics w,Calculus I-ETS BCS,08/17-12/17,W,1310 - 1550,"Lopez-Thibodeaux, Mayra",4,2-07,7305,Y,Y,
96406,PHYS,250,EN,Physics w,Calculus I-ETS BCS,08/17-12/17,,-,"Lopez-Thibodeaux, Mayra",4,2-ONLN,0,Y,Y,
95467,PHYS,250,HA,Physics w ith Calculus I,,08/17-12/17,W,1310 - 1550,"Lopez-Thibodeaux, Mayra",4,2-07,7305,Y,,
95467,PHYS,250,HA,Physics w ith Calculus I,,08/17-12/17,,-,"Lopez-Thibodeaux, Mayra",4,2-ONLN,0,Y,,
96273,PHYS,250,HB,Physics w ith Calculus I,,08/17-12/17,W,1610 - 1840,"Yadak, Polin",4,2-07,7305,Y,,
96273,PHYS,250,HB,Physics w ith Calculus I,,08/17-12/17,,-,"Yadak, Polin",4,2-ONLN,0,Y,,
88466,PHYS,250,HC,Physics w ith Calculus I,,08/17-12/17,W,1910 - 2140,"Yadak, Polin",4,2-07,7305,Y,,
88466,PHYS,250,HC,Physics w ith Calculus I,,08/17-12/17,,-,"Yadak, Polin",4,2-ONLN,0,Y,,
96206,PHYS,260,AA,Physics w ith Calculus II,,08/17-12/09,M,1310 - 1600,"Wamba, Kolo Diakiese",4,2-07,7305,,,
96206,PHYS,260,AA,Physics w ith Calculus II,,08/17-12/09,MWF,0905 - 1000,"Wamba, Kolo Diakiese",4,2-08,8302,,,
96979,PHYS,260,AB,Physics w ith Calculus II,,08/17-12/09,M,1610 - 1900,"Wamba, Kolo Diakiese",4,2-07,7305,,,
96979,PHYS,260,AB,Physics w ith Calculus II,,08/17-12/09,MWF,0905 - 1000,"Wamba, Kolo Diakiese",4,2-08,8302,,,
96978,PHYS,260,EN,Physics w,Calculus II-ETS BCS,08/17-12/09,M,1310 - 1600,"Wamba, Kolo Diakiese",4,2-07,7305,,Y,
96978,PHYS,260,EN,Physics w,Calculus II-ETS BCS,08/17-12/09,MWF,0905 - 1000,"Wamba, Kolo Diakiese",4,2-08,8302,,Y,
96980,PHYS,260,EX,Physics w,Calc. II - ETS BCS,08/17-12/09,M,1610 - 1900,"Wamba, Kolo Diakiese",4,2-07,7305,,Y,
96980,PHYS,260,EX,Physics w,Calc. II - ETS BCS,08/17-12/09,MWF,0905 - 1000,"Wamba, Kolo Diakiese",4,2-08,8302,,Y,
96642,PHYS,270,EN,Physics w,Calculus III-ETS BCS,08/17-12/09,W,1300 - 1530,"Hein, Emilie Claire Mutsu",4,2-ONLN,0,,Y,
96642,PHYS,270,EN,Physics w,Calculus III-ETS BCS,08/17-12/09,,-,"Hein, Emilie Claire Mutsu",4,2-ONLN,0,,Y,
,,,,,,,,33,of,38,,,,,
,,,,,,,,,,,,Web,Web,Hybrid,Learn
CRN,Subj,Crse,Sec,Title,,Dates,Days,Time,Instructor,Units,Bldg,Room,,,
,,,,,,,,,,,,Based,Asst,Comm,
96643,PHYS,270,EX,Physics w,Calculus III-ETS BCS,08/17-12/16,W,1610 - 1830,"Hein, Emilie Claire Mutsu",4,2-ONLN,0,Y,,
96643,PHYS,270,EX,Physics w,Calculus III-ETS BCS,08/17-12/16,,-,"Hein, Emilie Claire Mutsu",4,2-ONLN,0,Y,,
80700,PHYS,270,ZAH,Physics w ith Calc III,,08/17-12/09,W,1300 - 1530,"Hein, Emilie Claire Mutsu",4,2-ONLN,0,,,
80700,PHYS,270,ZAH,Physics w ith Calc III,,08/17-12/09,,-,"Hein, Emilie Claire Mutsu",4,2-ONLN,0,,,
95469,PHYS,270,ZBH,Physics w ith Calculus III,,08/17-12/16,W,1610 - 1830,"Wehrfritz, Marco",4,2-ONLN,0,,,
95469,PHYS,270,ZBH,Physics w ith Calculus III,,08/17-12/16,,-,"Wehrfritz, Marco",4,2-ONLN,0,,,
89150,PLSC,130,OLH,International Relations,,08/17-12/17,,-,"Diamond, Jeffrey Barja",3,3,2-ONLN,0,Y,
97645,PLSC,130,OSH,International Relations,,10/17-12/17,,-,"Raskin, Jesse Weissman",3,2-ONLN,0,Y,,
97647,PLSC,310,OSH,Calif State & Local Govt,,08/17-10/14,,-,"Raskin, Jesse Weissman",3,2-ONLN,0,Y,,
91430,PSYC,100,AB,General Psychology,,08/18-12/08,TR,1235 - 1350,"Shih, Christina Kuang Yu",3,3,2-07,7110,,
80715,PSYC,100,JB,General Psychology,,08/18-12/15,R,1800 - 2100,"Favilla, Vincent J",3,3,2-12,116,,
97732,PSYC,100,OJH,General Psychology,,10/17-12/17,,-,"Perisho, Shaun Thomas",3,2-ONLN,0,Y,,
92429,PSYC,100,OLH,General Psychology,,08/17-12/17,,-,"Jackson, Paul A",3,2-ONLN,0,Y,,
97731,PSYC,100,OSH,General Psychology,,10/17-12/17,,-,"Perisho, Shaun Thomas",3,2-ONLN,0,Y,,
96662,PSYC,100,OUH,General Psychology,,08/17-12/17,,-,"Eljarrari, Tarek",3,2-ONLN,0,Y,,
97694,PSYC,100,OWH,General Psychology,,08/17-12/17,,-,"Eljarrari, Tarek",3,2-ONLN,0,Y,,
80707,PSYC,100,PA,General Psychology-PROM,,08/17-12/09,MWF,0810 - 0900,"Merrill-Sinarle, Jennifer",3,3,2-04,180,,
95453,PSYC,105,OLH,Experimental Psychology,,08/17-12/17,,-,"Shih, Christina Kuang Yu",3,3,2-ONLN,0,Y,
94919,PSYC,105,OOH,Experimental Psychology,,08/17-12/17,,-,"Shih, Christina Kuang Yu",3,2-ONLN,0,Y,,
92426,PSYC,110,OLH,"Courtship, Marriage & Family",,08/17-12/17,,-,"Lynn, William D.",3,2-ONLN,0,Y,,
91222,PSYC,110,OXH,"Courtship, Marriage & Family",,08/17-12/17,,-,"Lynn, William D.",3,2-ONLN,0,Y,,
93990,PSYC,171,OLH,Quantitative Reasoning in Psyc,,08/17-12/17,,-,"Shih, Christina Kuang Yu",3,2-ONLN,0,Y,,
96956,PSYC,171,OMH,Quantitative Reasoning in Psyc,,08/17-12/17,,-,"Favilla, Vincent J",3,2-ONLN,0,Y,,
96562,PSYC,200,OMH,Developmental Psychology,,08/17-12/17,,-,"Rose, Murielle Therese El",3,2-ONLN,0,Y,,
92862,PSYC,201,OLH,Child Development,,08/17-12/17,,-,"Adams, James Steven",3,2-ONLN,0,Y,,
90599,PSYC,201,OMH,Child Development,,08/17-12/17,,-,"Adams, James Steven",3,3,2-ONLN,0,Y,
94917,PSYC,220,AA,Introduction to Psychobiology,,08/17-12/09,MWF,1010 - 1100,"Merrill-Sinarle, Jennifer",3,2-04,180,,,
,,,,,,,,34,of,38,,,,,
,,,,,,,,,,,,Web,Web,Hybrid,Learn
CRN,Subj,Crse,Sec,Title,Dates,Days,Time,Instructor,Units,,Bldg,Room,,,
,,,,,,,,,,,,Based,Asst,Comm,
97087,PSYC,220,OLH,Introduction to Psychobiology,08/17-12/17,,-,"Perisho, Shaun Thomas",3,,2-ONLN,0,Y,,
96957,PSYC,230,OLH,Intro to Cross-Cultural Psych,10/17-12/17,T,-,"Branco, Christopher Kaea",3,,,Y,,,
96957,PSYC,230,OLH,Intro to Cross-Cultural Psych,10/17-12/17,,-,"Branco, Christopher Kaea",3,,2-ONLN,0,Y,,
96285,PSYC,268,OLH,Black Psychology,08/17-12/17,,-,"Jackson, Paul A",3,,2-ONLN,0,Y,,
88825,PSYC,300,AA,Social Psychology,08/18-12/08,TR,1110 - 1225,"Merrill-Sinarle, Jennifer",3,3,2-04,180,,,
96563,PSYC,300,OLH,Social Psychology,08/17-12/17,,-,"McClain, Krista Edith",3,,2-ONLN,0,Y,,
95767,PSYC,310,OSH,Positive Psychology,10/17-12/17,,-,"McClain, Krista Edith",3,,2-ONLN,0,Y,,
85753,PSYC,410,AA,Abnormal Psychology,08/18-12/08,TR,0810 - 0925,"Merrill-Sinarle, Jennifer",3,3,2-04,180,,,
85752,PSYC,410,ONH,Abnormal Psychology,08/17-12/17,,-,"Jackson, Paul A",3,3,2-ONLN,0,Y,,
89895,R.E.,110,OLH,Real Estate Practice,08/17-12/17,,-,"Nuttall, Allan P",3,3,2-ONLN,0,Y,,
89575,R.E.,130,OLH,CA Mort/Loan Broker/Lend,08/17-12/17,,-,"Nuttall, Allan P",3,3,2-ONLN,0,Y,,
80740,RPTH,400,AA,Patient & Health Care Concerns,08/23-12/06,T,1000 - 1120,"Daniel, Brian Mitchell",1.5,,2-07,7215,,,
80741,RPTH,410,AA,Patient Care/Resp. Assessment,08/18-12/08,R,0950 - 1130,"Bartoszynski, Anrey Acost",3,,2-07,7215,,,
80741,RPTH,410,AA,Patient Care/Resp. Assessment,08/18-12/08,R,1150 - 1430,"Bartoszynski, Anrey Acost",3,,2-07,7215,,,
93229,RPTH,415,AA,Respiratory Pharmacology,08/23-12/06,T,1200 - 1320,"Daniel, Brian Mitchell",1.5,,2-07,7215,,,
80742,RPTH,420,AA,Application of Cardiopulmonary,08/18-12/08,TR,0810 - 0925,"Hernandez, Raymond",3,,2-07,7215,,,
80744,RPTH,450,AS,Respiratory Diseases II,08/19-10/14,F,0910 - 1150,"Qura Del Rio, Beatriz Mar",3,,2-07,7215,,,
80744,RPTH,450,AS,Respiratory Diseases II,08/19-10/14,T,1400 - 1620,"Qura Del Rio, Beatriz Mar",3,,2-07,7215,,,
80745,RPTH,458,AZ,Clinical Clerkship III,10/17-12/12,M,0810 - 1000,"Daniel, Brian Mitchell",6.5,,2-07,7215,,,
80745,RPTH,458,AZ,Clinical Clerkship III,10/17-12/12,,-,"Daniel, Brian Mitchell",6.5,,2-TBA,0,,,
80746,RPTH,460,AS,Respiratory Critical Care,08/17-10/12,MW,0910 - 1100,"Daniel, Brian Mitchell",3,,2-07,7215,,,
80746,RPTH,460,AS,Respiratory Critical Care,08/17-10/12,MW,1110 - 1350,"Daniel, Brian Mitchell",3,,2-07,7215,,,
90567,RPTH,490,AS,Neonatal/Pediatric/Rehab. Care,08/19-10/14,F,1230 - 1420,"Esparza, Heather Christen",2.5,,2-07,7215,,,
90567,RPTH,490,AS,Neonatal/Pediatric/Rehab. Care,10/17-12/12,M,1010 - 1200,"Esparza, Heather Christen",2.5,,2-07,7215,,,
90567,RPTH,490,AS,Neonatal/Pediatric/Rehab. Care,10/17-12/12,M,1220 - 1500,"Esparza, Heather Christen",2.5,,2-07,7215,,,
96188,RPTH,B10,OLH,Adv.Cardiopulmonary Resp. Care,08/08-10/07,,-,"Qura Del Rio, Beatriz Mar",3,,2-ONLN,0,Y,,
96189,RPTH,B20,OLH,Adv. Respiratory Case Mgmt.,08/08-10/07,,-,"Craddock, Krystal Marie",3,,2-ONLN,0,Y,,
,,,,,,,35,of,38,,,,,,
,,,,,,,,,,,,Web,Web,Hybrid,Learn
CRN,Subj,Crse,Sec,Title,Dates,Days,Time,Instructor,Units,,Bldg,Room,,,
,,,,,,,,,,,,Based,Asst,Comm,
96190,RPTH,B30,OLH,Principles of Health Education,10/17-12/16,,-,"Qura Del Rio, Beatriz Mar",3,,2-ONLN,0,Y,,
95734,RPTH,B40,OLH,Health Care Research Design/Me,08/08-10/07,,-,"Rodriguez, Elayne M",3,,2-ONLN,0,Y,,
96953,RPTH,B60,OLH,Adv. Neonatal/Pediatric Resp,10/17-12/16,,-,"Esparza, Heather Christen",3,,2-ONLN,0,Y,,
